,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
421,Santiago del Estero,68,AR,1544938380,93,-27.8,-64.26,73.41,3.27
422,Honningsvag,0,NO,1544938381,100,70.98,25.97,23.46,7.74
423,Paveh,0,IR,1544936400,92,35.05,46.36,26.6,3.38
424,Maceio,20,BR,1544936400,88,-9.67,-35.74,71.6,3.36
425,Obidos,75,PT,1544936400,100,39.36,-9.16,60.8,8.05
426,Nalut,0,LY,1544938382,86,31.86,10.98,38.98,4.72
427,Obigarm,88,TJ,1544938383,90,38.72,69.71,22.56,1.92
428,Sioux Lookout,75,CA,1544936400,51,50.1,-91.92,39.2,12.75
429,Umba,0,RU,1544938383,95,66.69,34.34,20.98,10.98
430,Huarmey,64,PE,1544938121,86,-10.07,-78.15,63.87,2.93
431,Saint-Augustin,75,FR,1544936400,100,44.83,-0.61,51.8,5.82
432,Nianzishan,0,CN,1544938385,49,47.51,122.88,25.03,5.95
433,Srednekolymsk,12,RU,1544938386,0,67.46,153.71,-47.74,2.59
434,Yulara,0,AU,1544936400,8,-25.24,130.99,100.4,9.17
436,Aktanysh,76,RU,1544938388,80,55.72,54.06,10.81,6.73
437,Brae,92,GB,1544937600,86,60.4,-1.35,42.8,35.57
438,Sorland,0,NO,1544938390,100,67.67,12.69,38.89,8.52
439,Moyeuvre-Grande,88,FR,1544936400,91,49.25,6.05,33.8,8.05
440,Atambua,44,ID,1544938391,100,-9.11,124.89,82.54,13.78
441,Itarema,92,BR,1544938391,100,-2.92,-39.92,71.2,2.37
442,Polyarnyy,0,RU,1544936400,85,69.2,33.45,15.8,4.47
444,Zyryanka,0,RU,1544938393,0,65.73,150.89,-50.12,2.59
445,Kamaishi,75,JP,1544936400,52,39.28,141.86,42.8,10.29
446,Saurimo,88,AO,1544938393,97,-9.66,20.4,67.06,3.71
447,Oktyabrskiy,90,RU,1544936400,92,55.61,37.97,12.2,4.47
448,Bolivar,1,US,1544935920,81,37.61,-93.41,30.02,2.71
450,Kysyl-Syr,56,RU,1544938395,68,63.9,122.77,-5.39,6.06
451,Tanete,0,ID,1544938395,56,-3.94,119.78,91.77,17.47
452,Preobrazheniye,80,RU,1544938395,62,42.9,133.91,30.66,3.04
453,Jhelum,0,PK,1544938396,74,32.94,73.72,53.74,4.38
454,Cartagena,0,ES,1544936400,87,37.63,-1,48.2,6.93
455,Pudozh,64,RU,1544938396,85,61.81,36.54,9.69,4.72
456,Port Hardy,90,CA,1544936400,87,50.7,-127.42,42.8,32.21
457,Salsk,32,RU,1544938397,79,46.48,41.54,24.04,7.52
458,Tuatapere,8,NZ,1544938397,79,-46.13,167.69,61.62,6.73
459,Kurilsk,68,RU,1544938398,100,45.23,147.88,36.51,15.68
461,Hofn,92,IS,1544938398,100,64.25,-15.21,39.84,9.42
463,Naliya,8,IN,1544938399,38,23.26,68.83,67.74,13.44
464,Usinsk,92,RU,1544938400,96,66,57.56,32.91,14.79
465,Guerrero Negro,92,MX,1544938400,97,27.97,-114.04,58.47,5.73
466,Ocos,5,GT,1544935200,88,14.51,-92.19,75.2,5.82
467,Kouango,44,CF,1544938401,81,4.99,19.98,71.83,4.38
468,Marzuq,0,YE,1544938402,51,14.4,46.47,63.06,4.16
469,Kloulklubed,64,PW,1544938402,96,7.04,134.26,84.84,11.88
470,Rio Casca,88,BR,1544938403,68,-20.23,-42.65,73.32,2.15
471,Birin,44,SY,1544938403,91,35.01,36.67,39.84,4.38
472,Coahuayana,0,MX,1544938404,78,18.62,-100.35,53.79,2.15
473,Portsmouth,8,GB,1544935800,93,50.8,-1.08,41,10.29
474,Shelopugino,0,RU,1544938404,72,51.65,117.56,8.65,6.62
475,Moranbah,100,AU,1544938405,87,-22,148.04,74.71,7.18
476,Ponta do Sol,64,BR,1544938405,99,-20.63,-46,63.87,1.7
477,Sitka,8,US,1544938405,70,37.17,-99.65,27.51,3.6
478,Saulkrasti,90,LV,1544935800,86,57.26,24.42,28.4,10.29
479,Juneau,90,US,1544936160,66,58.3,-134.42,33.98,11.41
481,Eenhana,0,NA,1544936400,24,-17.48,16.34,80.6,4.7
482,Zhangye,0,CN,1544938407,70,38.94,100.46,32.14,2.93
483,Turek,92,PL,1544938408,89,52.02,18.5,27.69,9.75
484,Joshimath,0,IN,1544938408,96,30.57,79.57,1.32,1.14
485,The Pas,90,CA,1544937420,68,53.82,-101.24,28.4,32.21
486,Matara,92,PE,1544938409,97,-13.74,-72.9,45.01,2.37
487,Nemuro,75,JP,1544936400,100,43.32,145.57,32,4.7
488,Harper,1,US,1544936100,82,30.3,-99.24,33.98,3.36
489,Tornio,90,FI,1544937600,92,61.12,27.27,17.6,3.36
490,Chake Chake,24,TZ,1544938410,100,-5.25,39.77,82.32,2.93
491,Mackay,5,CA,1544936400,72,53.65,-115.58,17.6,3.15
492,Nizhniy Ingash,20,RU,1544938411,78,56.2,96.53,15.72,6.96
493,Arroio Grande,8,BR,1544938411,100,-32.24,-53.09,64.54,9.98
494,Donskoy,75,RU,1544936400,79,47.12,39.32,28.4,13.42
495,Gejiu,88,CN,1544938412,88,23.36,103.16,54.06,2.59
496,Statesville,40,US,1544936700,94,35.78,-80.89,46.04,3.36
497,Leningradskiy,8,RU,1544938413,98,69.38,178.42,-12.37,5.95
500,Angoram,32,PG,1544938414,61,-4.06,144.07,91.36,3.04
501,Manono,92,CD,1544938414,100,-7.3,27.4,68.19,3.94
502,Hambantota,20,LK,1544933400,83,6.12,81.12,84.2,1.12
503,Mattru,12,SL,1544938415,76,7.62,-11.83,67.78,3.15
505,Semenivka,76,UA,1544938416,93,52.18,32.58,24.13,9.75
506,Sola,40,NO,1544935800,74,58.89,5.65,39.2,27.51
507,Kununurra,0,AU,1544937120,40,-15.77,128.74,102.2,8.05
508,Lamar,1,US,1544935980,58,38.09,-102.62,30.02,3.36
509,Kamnik,90,SI,1544937600,86,46.23,14.61,28.4,2.24
510,Tutoia,80,BR,1544938417,100,-2.76,-42.27,71.52,3.71
511,Puke,92,AL,1544938418,100,42.04,19.9,37.72,2.71
512,Srikakulam,80,IN,1544938418,100,18.29,83.89,73.32,29.1
513,Vanavara,8,RU,1544938419,59,60.35,102.28,1.14,5.95
514,Valparaiso,1,US,1544937300,86,41.47,-87.06,37.22,6.51
515,Amahai,92,ID,1544938419,100,-3.31,129,82.9,10.87
516,Araouane,0,ML,1544938420,42,18.9,-3.53,48.84,10.54
517,Beaverlodge,20,CA,1544936400,84,55.21,-119.43,3.2,3.36
518,Humaita,90,AR,1544936400,94,-24.93,-65.37,68,0.92
519,Sarankhola,92,BD,1544938421,58,22.31,89.79,77.32,6.17
520,Gizo,0,IL,1544937600,72,31.8,34.94,62.6,1.12
521,Cap Malheureux,40,MU,1544936400,61,-19.98,57.61,82.4,18.34
523,Mercedes,0,UY,1544938422,79,-33.25,-58.03,60.4,3.94
524,Yurla,80,RU,1544938423,88,59.33,54.32,20.08,6.4
525,Taltal,24,CL,1544938423,100,-25.41,-70.49,54.28,2.37
527,Skjervoy,0,NO,1544934000,72,70.03,20.97,10.4,14.99
528,Sobolevo,56,RU,1544938424,89,54.43,31.9,22.15,8.19
529,Ullapool,92,GB,1544938424,100,57.9,-5.16,46.27,13.33
530,Tocopilla,36,CL,1544938425,100,-22.09,-70.2,60.76,1.14
531,Komsomolskiy,92,RU,1544938425,95,67.55,63.78,33.76,17.13
532,Povorino,68,RU,1544938425,84,51.2,42.24,16.3,6.51
533,Simpang,75,MY,1544936400,62,4.82,100.71,89.6,2.24
534,Caravelas,88,BR,1544938426,100,-17.73,-39.27,77.23,13.44
535,Kamenka,56,RU,1544938427,88,53.19,44.05,14.86,7.29
536,Lindas,0,NO,1544935800,44,60.74,5.16,41,40.26
538,Nouakchott,0,MR,1544936400,60,18.08,-15.98,68,13.87
540,Crestview,90,US,1544936940,96,30.76,-86.57,53.96,5.82
541,San Rafael,0,AR,1544938430,43,-34.61,-68.33,53.02,3.83
542,Labuhan,48,ID,1544938430,74,-2.54,115.51,84.39,3.49
543,Zavodskoy,75,RU,1544936400,100,43.1,44.65,30.2,4.47
545,Pianoro,0,IT,1544937600,80,44.39,11.34,30.2,1.12
546,Capao da Canoa,44,BR,1544938432,98,-29.75,-50.01,73.77,12.21
547,Erzin,0,TR,1544937600,58,36.95,36.2,53.6,14.99
548,Yining,0,CN,1544938432,54,29.04,114.56,50.5,3.6
549,Saint-Pierre,90,FR,1544936400,93,48.95,4.24,39.2,16.11
550,Lloro,20,ES,1544936400,93,43.28,-5.56,48.2,3.36
551,Pontes e Lacerda,0,BR,1544938434,91,-15.23,-59.33,71.79,3.27
552,Abbeville,80,FR,1544936400,93,50.11,1.83,39.2,5.82
554,Port-Cartier,40,CA,1544936400,68,50.03,-66.88,28.4,17.25
555,Padang,24,ID,1544934600,62,-0.92,100.36,89.6,4.7
556,Fairbanks,75,US,1544936580,83,64.84,-147.72,-13.01,3.94
557,Kolobrzeg,32,PL,1544938436,91,54.18,15.58,25.71,9.42
558,Colomi,68,BO,1544938436,91,-17.34,-65.87,44.56,1.7
559,El Cope,8,PA,1544938437,100,8.69,-82.32,71.29,6.73
560,Conde,92,BR,1544938437,87,-11.81,-37.61,77.68,8.52
561,Necochea,0,AR,1544938438,48,-38.55,-58.74,68.19,18.14
562,Dicabisagan,80,PH,1544938438,100,17.08,122.42,75.7,12.66
564,Baykalsk,32,RU,1544938439,85,51.52,104.15,27.06,8.86
565,Abha,0,SA,1544932800,87,18.22,42.5,53.6,2.71
566,Te Anau,8,NZ,1544938439,39,-45.41,167.72,73.14,4.61
567,Velingara,44,SN,1544938440,31,13.64,-16.01,74.08,10.42
568,Wamba,68,CD,1544938440,95,2.14,27.99,68.68,2.93
569,San Ramon,48,NI,1544938441,83,12.92,-85.84,67.24,3.94
570,Coihaique,75,CL,1544936400,58,-45.58,-72.07,59,13.87
571,Tahe,56,CN,1544938441,60,52.34,124.71,-3.68,3.6
572,Tarutyne,92,UA,1544938442,95,46.19,29.15,36.24,16.35
573,Santa Rosa,0,AR,1544938443,42,-36.62,-64.29,70.17,15.46
574,Ismailia,80,EG,1544938444,88,30.6,32.27,52.48,3.6
575,La Palma,68,CO,1544938445,97,5.36,-74.39,63.24,0.92
576,Hammerfest,0,NO,1544937600,86,70.66,23.68,30.2,8.05
577,Rudnichnyy,12,RU,1544938445,53,59.7,60.29,3.97,2.93
578,Manzhouli,0,CN,1544938446,61,49.6,117.43,14.77,12.77
579,Stroud,24,GB,1544937600,93,51.75,-2.22,42.8,8.05
580,Kodinsk,12,RU,1544938447,49,58.6,99.18,5.37,3.6
582,Njombe,92,TZ,1544938447,100,-9.34,34.77,65.22,4.38
583,Rosetta,68,EG,1544932800,93,31.4,30.42,55.4,3.38
584,Boa Vista,0,BR,1544936400,69,2.82,-60.67,75.2,2.24
585,Longyearbyen,75,NO,1544935800,61,78.22,15.63,14,16.11
586,Marsh Harbour,64,BS,1544938449,99,26.54,-77.06,78.85,12.55
587,Kindu,92,CD,1544938450,100,-2.95,25.92,69.13,2.59
588,Sidi Ali,0,DZ,1544938450,85,36.1,0.42,39.88,2.71
589,Makushino,56,RU,1544938450,83,55.21,67.25,9.69,6.17
590,Pilani,0,IN,1544938451,50,28.36,75.6,64.59,6.62
591,Gimli,0,CA,1544938389,89,50.63,-96.99,35.2,17.69
592,Tuy Hoa,92,VN,1544938451,97,13.08,109.3,77.64,12.77
593,Puerto Carreno,68,CO,1544938452,82,6.19,-67.49,71.34,3.94
594,Iwanai,92,JP,1544938452,100,42.97,140.51,41.59,18.92
595,Dubbo,36,AU,1544936400,20,-32.25,148.6,93.2,8.05
596,Derzhavinsk,76,KZ,1544938453,86,51.1,66.31,12.07,9.08
597,Maniitsoq,64,GL,1544938454,97,65.42,-52.9,17.07,4.61
598,Qianguo,20,CN,1544938454,46,45.12,124.86,23.23,6.4
599,Meadow Lake,0,CA,1544938455,70,54.13,-108.44,20.17,11.65
600,Santa Cruz del Sur,88,CU,1544938455,91,20.71,-78,73.45,2.71
601,Pakruojis,90,LT,1544935800,92,55.98,23.85,28.4,10.29
602,Lwowek Slaski,0,PL,1544938456,90,51.11,15.59,13.42,3.38
604,Taicheng,92,CN,1544938456,82,22.25,112.8,59.5,13
605,Altoona,90,US,1544937300,89,40.52,-78.39,41,12.75
606,Ilulissat,32,GL,1544935800,61,69.22,-51.1,17.6,3.36
607,Bayonet Point,90,US,1544938500,99,28.33,-82.68,62.96,7.52
610,Eregli,68,TR,1544938458,84,37.51,34.05,29.22,2.93
611,Saveh,0,IR,1544938459,68,35.02,50.36,39.7,2.15
